system,mape_mean_baseline,mae_mean_baseline,rmse_mean_baseline,mape_mean_improved,mae_mean_improved,rmse_mean_improved,mape_difference,mape_improvement_percent,mae_difference,mae_improvement_percent,rmse_difference,rmse_improvement_percent
batlik,0.11876737776083295,0.4276050886979966,0.5704906695364397,0.024322125838688827,0.08743442078943078,0.13060109718219862,0.09444525192214412,79.52120666697941,0.34017066790856587,79.55253033689156,0.4398895723542411,77.10723344724983
dconvert,0.05092475677794773,0.13106824289777766,0.18703074857478275,0.02501760731176715,0.07416471469609091,0.11227228730761392,0.025907149466180578,50.873388711793154,0.056903528201686746,43.415191158141006,0.07475846126716883,39.97121427190206
h2,0.08469982759892261,1211.8516048343533,1416.3930169068008,0.05261289430272586,482.7448740881576,647.3171769044147,0.03208693329619675,37.883115238601626,729.1067307461958,60.16468747803957,769.075840002386,54.29819483874168
jump3r,0.20876950098387168,0.8608784802808326,1.1431835854784154,0.14827087881388523,0.6716990771622519,1.0007121448404341,0.060498622169986443,28.978668763815367,0.18917940311858072,21.975157638609726,0.14247144063798123,12.462691246424589
kanzi,6.707603791401045,40.483070019089396,59.15791428548125,0.12751883914404263,2.162668041259339,5.695441914136042,6.580084952257002,98.09889130142841,38.32040197783006,94.65784576061165,53.46247237134521,90.37247681408904
lrzip,2.327063319265236,15.19566693223322,22.20548555816997,2.3884464824679954,15.867643167386971,23.15238699828071,-0.061383163202759494,-2.6377951426840016,-0.6719762351537515,-4.422156909272261,-0.946901440110743,-4.264268113526361
x264,0.6997960501225106,3.003355618226405,3.9000997600209737,0.11616726447187833,1.1725904210259157,2.900552618168445,0.5836287856506323,83.3998399317142,1.8307651972004895,60.95732340486624,0.9995471418525286,25.6287583230218
xz,0.8342489635367769,23.734473281161307,30.446184041209953,0.0603459126938048,2.517851433145507,7.331604024958003,0.7739030508429721,92.76643839772125,21.2166218480158,89.3915849603286,23.11458001625195,75.91946493184687
z3,4.192954096085912,41.523240998819325,48.431429864094326,0.006195648820971715,0.34774129393736014,0.8461024686639319,4.18675844726494,99.85223666467621,41.175499704881965,99.16253817001605,47.5853273954304,98.25298887305574
